A,timestamp regexp,method
D, [2021-04-16T06:20:20.333347 #1422] DEBUG -- :   ^[[1m^[[35m (1.8ms)^[[0m  ^[[1m^[[35mSET NAMES utf8,  @@SESSION.sql_mode = CONCAT(CONCAT(@$
D, [2021-04-16T06:20:20.333964 #1422] DEBUG -- :   ^[[1m^[[35m (0.2ms)^[[0m  ^[[1m^[[35mCREATE DATABASE `entersoft_website_production` DEFAUL$
D, [2021-04-16T06:20:52.949142 #1432] DEBUG -- :   ^[[1m^[[35m (0.3ms)^[[0m  ^[[1m^[[35mSET NAMES utf8,  @@SESSION.sql_mode = CONCAT(CONCAT(@$
D, [2021-04-16T06:20:53.013798 #1432] DEBUG -- :   ^[[1m^[[35m (24.5ms)^[[0m  ^[[1m^[[35mCREATE TABLE `schema_migrations` (`version` varchar($
D, [2021-04-16T06:20:53.037162 #1432] DEBUG -- :   ^[[1m^[[35m (20.6ms)^[[0m  ^[[1m^[[35mCREATE TABLE `ar_internal_metadata` (`key` varchar(2$
D, [2021-04-16T06:20:53.037706 #1432] DEBUG -- :   ^[[1m^[[35m (0.1ms)^[[0m  ^[[1m^[[34mSELECT GET_LOCK('4896858997189963020', 0)^[[0m
D, [2021-04-16T06:20:53.085429 #1432] DEBUG -- :   ^[[1m^[[35m (0.3ms)^[[0m  ^[[1m^[[34mSELECT `schema_migrations`.`version` FROM `schema_mig$
D, [2021-04-16T06:20:53.092498 #1432] DEBUG -- :   ^[[1m^[[36mActiveRecord::InternalMetadata Load (0.2ms)^[[0m  ^[[1m^[[34mSELECT  `ar_intern$
D, [2021-04-16T06:20:53.096089 #1432] DEBUG -- :   ^[[1m^[[35m (0.1ms)^[[0m  ^[[1m^[[35mBEGIN^[[0m
D, [2021-04-16T06:20:53.097360 #1432] DEBUG -- :   ^[[1m^[[36mActiveRecord::InternalMetadata Create (0.3ms)^[[0m  ^[[1m^[[32mINSERT INTO `ar_$
D, [2021-04-16T06:20:53.101722 #1432] DEBUG -- :   ^[[1m^[[35m (4.1ms)^[[0m  ^[[1m^[[35mCOMMIT^[[0m
